CMD:bin/cbp.behrendt traces/compress/compress_7_trace.gz
L_PERCEP PC=0xFFFFDFE32454, theta= 229, max bias=   5, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFDFE31DD4, theta= 320, max bias=  58, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFDFE3297C, theta= 320, max bias=  28, baseline_comp=  2, stable_cnt=  1, grace_period=511, time_alive=65535
L_PERCEP PC=0xFFFFDFE325DC, theta= 261, max bias=  17, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFDFE325DC, theta= 320, max bias=   9, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFDFE31DD4, theta= 261, max bias=  32, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
115000000 instrs 
G_PERCEP PC=0xFFFFDFE325BC, theta= 360, max bias=   6, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFDFE325BC, theta= 285, max bias=  12, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFDFE325BC, theta= 285, max bias=  12, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFDFE325BC, theta= 312, max bias=   7, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFDFE31DE0, theta= 320, max bias=  58, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFDFE3297C, theta= 261, max bias=  35, baseline_comp=  3, stable_cnt=  1, grace_period=511, time_alive=65535
120000000 instrs 
G_PERCEP PC=0xFFFFDFC1F5A0, theta= 320, max bias=  19, baseline_comp= 13, stable_cnt=  0, grace_period=511, time_alive=65535
G_PERCEP PC=0xFFFFDFE325BC, theta= 288, max bias=   4, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFDFE325BC, theta= 293, max bias=  17, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFDFE325BC, theta= 261, max bias=   9, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFDFE325BC, theta= 320, max bias=  13, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFDFE325BC, theta= 261, max bias=   3, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFDFE325BC, theta= 320, max bias=  13, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFDFE325BC, theta= 261, max bias=   6, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFDFE325BC, theta= 320, max bias=   9, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFDFE325BC, theta= 261, max bias=  11, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFDFE325BC, theta= 320, max bias=   9, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFDFE29A8C, theta= 320, max bias=  12, baseline_comp=  0, stable_cnt=  0, grace_period=364, time_alive=65535
L_PERCEP PC=0xFFFFDFE325BC, theta= 261, max bias=   8, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFDFE325BC, theta= 320, max bias=  13, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFDFE325AC, theta= 261, max bias=   6, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFDFE325AC, theta= 320, max bias=  12, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFDFE325BC, theta= 269, max bias=   2, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFDFE325BC, theta= 320, max bias=   7, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFDFE3253C, theta= 301, max bias=  14, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
125000000 instrs 
G_PERCEP PC=0xFFFFDFE3253C, theta= 352, max bias=   3, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFDFE325BC, theta= 261, max bias=   3, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFDFE325BC, theta= 320, max bias=   5, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFDFE3253C, theta= 320, max bias=  12, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFDFE3253C, theta= 261, max bias=   5, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFDFE325BC, theta= 261, max bias=   4, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFDFE325BC, theta= 320, max bias=   6, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFDFC1F5A0, theta= 261, max bias=   3, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFDFC1F5A0, theta= 320, max bias=   7, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFDFE3253C, theta= 320, max bias=   5, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFDFE3253C, theta= 269, max bias=  12, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFDFE3253C, theta= 320, max bias=   8, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFDFE3253C, theta= 261, max bias=  12, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFDFE325BC, theta= 261, max bias=   4, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFDFE325BC, theta= 320, max bias=   7, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFF8000101F521C, theta= 304, max bias=  12, baseline_comp=  0, stable_cnt=129, grace_period=511, time_alive=65535
L_PERCEP PC=0xFFFFDFE31DE0, theta= 261, max bias=   9, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFDFE3253C, theta= 261, max bias=   8, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFDFE3253C, theta= 320, max bias=  11, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFDFE325BC, theta= 320, max bias=   3, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFDFE325BC, theta= 261, max bias=  17, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFDFE3253C, theta= 261, max bias=   3, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFDFE3253C, theta= 320, max bias=  18, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFDFE325AC, theta= 261, max bias=   4, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFDFE325AC, theta= 320, max bias=  17, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFDFE3253C, theta= 261, max bias=   6, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFDFE3253C, theta= 320, max bias=   9, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFDFE325BC, theta= 261, max bias=   2, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFDFE325BC, theta= 320, max bias=   6, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFDFE3253C, theta= 261, max bias=   3, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFDFE3253C, theta= 320, max bias=   9, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFDFE325BC, theta= 261, max bias=   4, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFDFE325BC, theta= 320, max bias=   7, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFDFE3253C, theta= 261, max bias=   1, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFDFE3253C, theta= 320, max bias=   9, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFDFE325BC, theta= 261, max bias=   4, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFDFE325BC, theta= 320, max bias=   7, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFDFE325BC, theta= 320, max bias=   3, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFDFE325BC, theta= 261, max bias=   8, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFDFE3253C, theta= 261, max bias=   6, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFDFE3253C, theta= 320, max bias=  12, baseline_comp=  0, stable_cnt=255, grace_period=511, time_alive=  0
130000000 instrs 
EOF
======== Predictor Memory ========
TAGE-SC-L (bits) = 1305275
TAGE-SC-L (KBytes) = 159.335327
H2P_ID_MEM_BITS = 19456
H2P_ID_MEM (KBytes) = 2.375000
L_PERCEP_MEM_BITS = 176320
L_PERCEP_MEM (KBytes) = 21.523438
G_PERCEP_MEM_BITS = 33184
G_PERCEP_MEM (KBytes) = 4.050781
Total Memory (bits) = 1534235
Total Memory (KBytes) = 187.284546
======== Runtime Statistics ========
COL h2p_insert_cnt = 245
COL h2p_with_tage = 14964981
COL h2p_with_lhist_percep = 4097
COL h2p_with_ghist_percep = 7083
COL filtered_updates = 0
COL lhist_percep_evictions = 227
COL ghist_percep_evictions = 223
COL lhist_percep_stale_evictions = 6
COL ghist_percep_stale_evictions = 9
======== End of Statistics ========
WINDOW_SIZE = 1024
FETCH_WIDTH = 16
FETCH_NUM_BRANCH = 16
FETCH_STOP_AT_INDIRECT = 1
FETCH_STOP_AT_TAKEN = 1
FETCH_MODEL_ICACHE = 1
PERFECT_BRANCH_PRED = 0
PERFECT_INDIRECT_PRED = 1
PIPELINE_FILL_LATENCY = 10
NUM_LDST_LANES = 8
NUM_ALU_LANES = 16
MEMORY HIERARCHY CONFIGURATION---------------------
STRIDE Prefetcher = 1
PERFECT_CACHE = 0
WRITE_ALLOCATE = 1
Within-pipeline factors:
	AGEN latency = 1 cycle
	Store Queue (SQ): SQ size = window size, oracle memory disambiguation, store-load forwarding = 1 cycle after store's or load's agen.
	* Note: A store searches the L1$ at commit. The store is released
	* from the SQ and window, whether it hits or misses. Store misses
	* are buffered until the block is allocated and the store is
	* performed in the L1$. While buffered, conflicting loads get
	* the store's data as they would from the SQ.
I$: 128 KB, 8-way set-assoc., 64B block size
L1$: 128 KB, 8-way set-assoc., 64B block size, 3-cycle search latency
L2$: 4 MB, 8-way set-assoc., 64B block size, 12-cycle search latency
L3$: 32 MB, 16-way set-assoc., 128B block size, 50-cycle search latency
Main Memory: 150-cycle fixed search time
---------------------------STORE QUEUE MEASUREMENTS (Full Simulation i.e. Counts Not Reset When Warmup Ends)---------------------------
Number of loads: 27831304
Number of loads that miss in SQ: 23162245 (83.22%)
Number of PFs issued to the memory system 3179343
---------------------------------------------------------------------------------------------------------------------------------------
------------------------MEMORY HIERARCHY MEASUREMENTS (Full Simulation i.e. Counts Not Reset When Warmup Ends)-------------------------
I$:
	accesses   = 143423550
	misses     = 3741
	miss ratio = 0.00%
	pf accesses   = 0
	pf misses     = 0
	pf miss ratio = -nan%
L1$:
	accesses   = 46731303
	misses     = 1559338
	miss ratio = 3.34%
	pf accesses   = 3179343
	pf misses     = 265811
	pf miss ratio = 8.36%
L2$:
	accesses   = 1563079
	misses     = 431380
	miss ratio = 27.60%
	pf accesses   = 265811
	pf misses     = 7115
	pf miss ratio = 2.68%
L3$:
	accesses   = 431380
	misses     = 153098
	miss ratio = 35.49%
	pf accesses   = 7115
	pf misses     = 1664
	pf miss ratio = 23.39%
---------------------------------------------------------------------------------------------------------------------------------------
----------------------------------------------Prefetcher (Full Simulation i.e. No Warmup)----------------------------------------------
Num Trainings :27831304
Num Prefetches generated :3407603
Num Prefetches issued :9667628
Num Prefetches filtered by PF queue :1638519
Num untimely prefetches dropped from PF queue :228260
Num prefetches not issued LDST contention :6488285
Num prefetches not issued stride 0 :7453234
---------------------------------------------------------------------------------------------------------------------------------------

-------------------------------ILP LIMIT STUDY (Full Simulation i.e. Counts Not Reset When Warmup Ends)--------------------------------
instructions = 130000052
cycles       = 23984130
CycWP        = 6685346
IPC          = 5.4203

---------------------------------------------------------------------------------------------------------------------------------------

-----------------------------------------------BRANCH PREDICTION MEASUREMENTS (Full Simulation i.e. Counts Not Reset When Warmup Ends)----------------------------------------------
Type                   NumBr     MispBr        mr     mpki
CondDirect         15042451     264870   1.7608%   2.0375
JumpDirect          1776967          0   0.0000%   0.0000
JumpIndirect          80975          0   0.0000%   0.0000
JumpReturn           451415          0   0.0000%   0.0000
Not control       126071742          0   0.0000%   0.0000
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

------------------------------------------------------DIRECT CONDITIONAL BRANCH PREDICTION MEASUREMENTS (Last 10M instructions)-----------------------------------------------------
       Instr       Cycles      IPC      NumBr     MispBr BrPerCyc MispBrPerCyc        MR     MPKI      CycWP   CycWPAvg   CycWPPKI
    10000052      1881922   5.3137    1156351      27319   0.6145       0.0145   2.3625%   2.7319     645094    23.6134    64.5091
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

------------------------------------------------------DIRECT CONDITIONAL BRANCH PREDICTION MEASUREMENTS (Last 25M instructions)-----------------------------------------------------
       Instr       Cycles      IPC      NumBr     MispBr BrPerCyc MispBrPerCyc        MR     MPKI      CycWP   CycWPAvg   CycWPPKI
    25000052      4707152   5.3111    2901507      70702   0.6164       0.0150   2.4367%   2.8281    1636191    23.1421    65.4475
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

---------------------------------------------------------DIRECT CONDITIONAL BRANCH PREDICTION MEASUREMENTS (50 Perc instructions)---------------------------------------------------
       Instr       Cycles      IPC      NumBr     MispBr BrPerCyc MispBrPerCyc        MR     MPKI      CycWP   CycWPAvg   CycWPPKI
    65000052     12270463   5.2973    7447474     164273   0.6069       0.0134   2.2058%   2.5273    3855224    23.4684    59.3111
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

-------------------------------------DIRECT CONDITIONAL BRANCH PREDICTION MEASUREMENTS (Full Simulation i.e. Counts Not Reset When Warmup Ends)-------------------------------------
       Instr       Cycles      IPC      NumBr     MispBr BrPerCyc MispBrPerCyc        MR     MPKI      CycWP   CycWPAvg   CycWPPKI
   130000052     23984130   5.4203   15042451     264870   0.6272       0.0110   1.7608%   2.0375    6685346    25.2401    51.4257
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 Read 130000052 instrs 
G_PERCEP PC=0xFFFFDFE31DEC, theta= 320, max bias=  18, baseline_comp=  0, stable_cnt=  0, grace_period=245, time_alive=25842
G_PERCEP PC=0xFFFFDFE32484, theta= 312, max bias=  35, baseline_comp=  4, stable_cnt=  0, grace_period=511, time_alive=  2
G_PERCEP PC=0xFFFFDFE32454, theta= 416, max bias=  58, baseline_comp= 17, stable_cnt=  0, grace_period=511, time_alive=  1
G_PERCEP PC=0xFFFFDFE32948, theta= 320, max bias=   4, baseline_comp=  0, stable_cnt=  0, grace_period=511, time_alive= 69
G_PERCEP PC=0xFFFFDFC1F478, theta= 504, max bias=  10, baseline_comp= 10, stable_cnt=  0, grace_period=511, time_alive=  0
G_PERCEP PC=0xFFFFDFE32958, theta= 320, max bias=  16, baseline_comp=  2, stable_cnt=  0, grace_period=511, time_alive= 68
G_PERCEP PC=0xFFFFDFDA6EC8, theta= 304, max bias=  60, baseline_comp=  3, stable_cnt=  0, grace_period=511, time_alive=25980
G_PERCEP PC=0xFFFFDFE3282C, theta= 320, max bias=  14, baseline_comp=  9, stable_cnt=  0, grace_period=511, time_alive=  9
G_PERCEP PC=0xFFFFDFDA6F2C, theta= 312, max bias=  45, baseline_comp= 15, stable_cnt=  0, grace_period=511, time_alive=25981
G_PERCEP PC=0xFFFFDFE31DAC, theta= 320, max bias=  57, baseline_comp=  0, stable_cnt= 75, grace_period=511, time_alive=25843
G_PERCEP PC=0xFFFFDFDA6F0C, theta= 304, max bias=  53, baseline_comp=  3, stable_cnt=  0, grace_period=511, time_alive=25982
G_PERCEP PC=0xFFFFDFE325DC, theta= 312, max bias=  30, baseline_comp=  1, stable_cnt=  0, grace_period=511, time_alive=  3
G_PERCEP PC=0xFFFFDFE31D40, theta= 312, max bias=  29, baseline_comp=  1, stable_cnt=  0, grace_period=511, time_alive=25934
L_PERCEP PC=0xFFFFDFE31DEC, theta= 261, max bias=  10, baseline_comp=  1, stable_cnt=  0, grace_period=245, time_alive=7311
L_PERCEP PC=0xFFFFDFE325DC, theta= 269, max bias=  20, baseline_comp=  2, stable_cnt=  0, grace_period=511, time_alive=307
L_PERCEP PC=0xFFFFDFE29A8C, theta= 261, max bias=  12, baseline_comp=  0, stable_cnt=  0, grace_period=373, time_alive=28843
L_PERCEP PC=0xFFFFDFE32948, theta= 269, max bias=  27, baseline_comp=  1, stable_cnt=  9, grace_period=511, time_alive=317
L_PERCEP PC=0xFFFF8000101F521C, theta= 237, max bias=  16, baseline_comp= 14, stable_cnt=  0, grace_period=511, time_alive=145
L_PERCEP PC=0xFFFFDFE32958, theta= 261, max bias=  12, baseline_comp=  0, stable_cnt= 18, grace_period=511, time_alive=316
L_PERCEP PC=0xFFFFDFC1F478, theta= 381, max bias=   2, baseline_comp= 19, stable_cnt=  0, grace_period=511, time_alive=306
L_PERCEP PC=0xFFFFDFDA6EC8, theta= 261, max bias=  21, baseline_comp=  0, stable_cnt= 30, grace_period=511, time_alive=7403
L_PERCEP PC=0xFFFFDFE3282C, theta= 261, max bias=   7, baseline_comp=  7, stable_cnt=  0, grace_period=511, time_alive=309
L_PERCEP PC=0xFFFFDFDA6F2C, theta= 277, max bias=  24, baseline_comp=  0, stable_cnt= 76, grace_period=511, time_alive=7404
L_PERCEP PC=0xFFFF8000101B6C1C, theta= 221, max bias=  39, baseline_comp= 63, stable_cnt=110, grace_period=511, time_alive=  0
L_PERCEP PC=0xFFFFDFE31DAC, theta= 261, max bias=  52, baseline_comp=  0, stable_cnt= 44, grace_period=511, time_alive=7312

ExecTime = 1242.899709701538
